text_translated,liststring
pay is late,gajianya terlambat
signs,jelek
wear,pakai
apk ngeblank,apk ngeblank
useful,bermanfat
How do you print the shipping label invoice?,gmn cetak invoice label pengirimanya
bantu,bantu
Indonesian post is great,pos indonesia mantap
Indonesian post is great,pos indonesia mantap
continue to wish success,lanjut moga jaya
complete app,aplikasi komplit
"I really like this error, what is this",suka eror tai banget ini apa
error no answer,eror no respon
helpful post app,aplikasi pos mantul
bantu,bantu
helpful app,aplikasi mantul
easy pose,posaja mudah
send fast,kirim cepat
"send slow money, cod, deposit, slow service, rate according to commitment",kirim lambat uang cod setor setor layan lambat tingkat sesuai komitmen
smagat help the people,smagat bantu rakyat
easy post olshop transaction,pos mudah trnsakasi olshop
nice app,aplikasi bagus
liquid money,uang mingu cair
steady complicated,mantap ribet
bantu,bantu
"Alhamdlah, it's safe to use postal services",alhmdlah slama pakai jasa pos aman2
cat shit app,aplikasi tai kucing
difficult,sulit
Indonesian postal spirit,semangat pos indonesia
practically no hassle,praktis no ribet
help app,aplikasi bantu
how to print receipt,bagaimana cetak resi
mantul pos indonesia champion,mantul pos indonesia juara
good post indonesia,mantap pos indonesia
great app,aplikasi mantab mantab
great poses,posaja mantabs
nice app,aplikasi bagus
very useful thank you post,guna bnget terima kasih pos
post indonesia champion,pos indonesia juara
cool post,pos keren
good but sometimes error,bagus tapi kadang eror
steady,mantap
bosque blur rainbow,pelang kabur bosque
good,bagus
quick easy post,pos mudah cepat
What is the post looking for?,pos sedang apa cari
keep on innovating post indonesia steady,terus inovasi pos indonesia mantap
cool post,pos emang keren
baseball easy app,aplikasi mudah pebisol
useful,bermanfat
track send jos,lacak kirim jos
what help,apa bantu
easy,mudah
"Come on, millennial post, don't go back",ayo pos milenial maju pantang mundur
good app,aplikasi baik
the service is bad Medan deli serdang 1 week,layananya buruk medan deli serdang 1 mingu
referral,referal
forward post indonesia,maju pos indonesia
friendly application,aplikasi bermanfat sahabat
between goods,antar barang
"Forgot to enter the business, how did you go?",lupa masuk usaha gmn ea
delicious cod,ribet enak cod
easy,mudah
good check,lumayan cek
make a checking account using apk,bikin akun giro pakai apk
It collapsed,ini rebah
success pt pos indonesia,sukses pt pos indonesia
how active is it,aktipinya bagaimana
disturbance,ganguan
guna,guna
this is great boss,mantap ini bos
post send mail package,pos kirim paket surat
send package complicated club,kirim paket ribet2 club
1 star,bintang 1 yah
nice post,pos bagus
robust application no opponent,aplikasi mantap tiada lawan
fake app,aplikasi palsu
serve like tai using nex day 1 to 2,layan kayak tai pakai nex day 1 sampai2
BUMN class dilapidated application gin,aplikasi bobrok kelas bumn gin
innovative,inovatif
great pt postal service online thank you mr pos,hebat pt pos layan online terima kasih mr pos
severe error,eror parah
steady tree,mantap pokok
Indonesian post is great,pos indonesia mantap
service ok,layan ok
deserve a pin wrong,layak pin salah salahin
how about this order,order ini bagaimana
it's fine,lancar deh
Alhamdulillah help,alhamdulilah bantu
please upgrade,moga tingkatkn
Very helpful cool application,apliksi keren sngat membntu
jos gandos advances pt pos indonesia champion,jos gandos maju pt pos indonesia juara
easy to help,mudah bantu
really helpful,bantu banget
great top markotop,mantap top markotop
bantu,bantu
bother using post,repot pakai pos
1 million benefits app,1 aplikasi juta manfat
"try if it's good, I'll add 5 stars",coba kalok bgus sya tambah kasih bintang 5
sad app bumn,aplikasi sedih bumn
great app,mantap aplikasi
sell,jual
keren,keren
very strange to be dftr njir,aneh banget bisa dftr njir
thank you post office,terimakasih kantor pos
order pickup,order pickup
believe fast,cepat percaya
Indonesian postal champion success,sukses juara pos indonesia
easy to send by post,mudah kirim kirim pakai pos
keep it up,mantab terus
god bantu,god bantu
post ok,pos deh oke
great brother really like it,mantab kakak suka banget
great apk very useful,mantap apk sangat guna
post flowers,kembang pos
post indonesia champion,pos indonesia juara
post dancok note note send slow,pos dancok catat catat kirim lambat
download,download
useful,bermanfat
ok thx for the post,ok sih mksh pos
pos top,pos top
awesome thank you,mantab euy terima kasih
very up-to-date post now,pos mutahir kini banget
already have pkh,sdah pke pkh
forward post,maju pos
send,kirim
baseball,batu pembisol
ok app,oke aplikasi
send,kirim
post indonesia wake up,pos indonesia bangkit
apk,apk
garbage service,sampah layan
application of the children of the nation,aplikasi anak bangsa
purchase,muas
nice indonesian post,pos indonesia mantaf
it's been months if you don't want to send it say,sudah bulan sampe2 kalau gamau kirim bilang
cool solution,keren solutif
torture,siksa
cat shit app,aplikasi tai kucing
complicated,ribet
nice web,bagus web
great app,mantap aplikasi
great app,mantap aplikasi
great app,mantap aplikasi
how do you understand,gmn sih mengerti
post indonesia champion,pos indonesia juara
good first,baik dulu
the benefits,manfatnya
champion post yes,pos juara yes
steady cod,mantap cod
great app,mantap aplikasi
item arrived,barang nyampe
I hope the post is successful,moga pos jaya
sleep,tidur
good post,pos baik
great champion post,pos juara mantap
help rural people,bantu pedesab
wuih mantap pokok heheheheheh,wuih mantap pokok heheheheheh
bantu,bantu
now send this house package,skrng kirim pket rumah ini
really cool post,pos keren banget gilak
"Bro, you forgot your userid password, bro",kakak lupa sandi userid gmna kakak
easy community,mudah masyarakat
cool post office,kantor pos keren
Alhamdulillah help,alhamdulilah bantu
cool grip world,keren dunia gengaman
Alhmdlah the error rarely occurs,alhmdlah sudah jarang eror
easy,mudah
like error makes me annoyed,suka eror bikin kesel
easy in the transaction of cream goods,mudah dlm transaksi krim barang
great app,aplikasi mantaps
"this is my experience, my experience is bad for bumn tavi.",ini saya vengalaman saya jelekin bumn tavi saya ngalamin tahu 50 an vaket saya 7 barang retur tanva alas lebih baik ganti vos bangkrut
jaya post indonesia,jaya pos indonesia
great success pt pos,mantap sukses pt pos
pose is really good,posaja emang mantap
"It's easy, it's easy, it's not complicated",uenak guampang ngak ribet
Indonesian post is great,pos indonesia mntap
it's difficult to recover an account,ribet kalau pulih akun
just make an error,nyusahin doang eror melulu
angel friend angel wes angel error ora online boking ora keno open,angel teman angel wes angel eror ora online boking ora keno buka
qposin,qposin
new mayan,mayan baru
what cool,keren apa
easy to send online,mudah kirim online
the journey is qposinaja,restat qposinaja
send post office package,kirim paket kantor pos
good forward post,mantap maju pos
easy check rates,mudah cek tarif
cool post indonesia,keren pos indonesia
thank you qposin,terimakasih qposin
good for baseball,mantul untuk pebisol
pt forward,pt maju
fasting service,layan puasa
sip open,sip buka
pos indonesia champion send cod,pos indonesia juara kirim cod
easy send send track,mudah kirim kirim lacak
relentless innovation,inovasi tiada henti
let's keep the integrity of the champion postal service,mari jaga integitas layan pos pos juara
post indonesia ok,pos indonesia ok
apk ok mantul,apk ok mantul
ok help steady,ok mantul mantap
pos,pos
gengaman post office transformation,transformasi kantor pos gengaman
helpful app,aplikasi mantul
good post office,kantor pos baik
really good,bagus banget
"arrived, don't take long to post",nyampenya jangan lama2 pos
trust post,pos amanah
cool post,pos keren
main SDM reliable tough dedication responsibility commitment loyalty banga,utama sdm handal tanguh dedikasi tangungjawab komitmen loyalitas banga
send safe,kirim aman
sip solid,sip mantap
good,baik
great post,pos mantab
easy rainbow post,mudah pelang pos
send a nice package using pos only,kirim paket enak pakai posaja
list error,eror daftar
jaya jaya jaya,jaya jaya jaya
it's not clear ah very annoyed,gajelas ah kesel banget
easy to get lazy,mudah mager
great indonesian post,pos indonesia hebat
try good,coba bgus
really helpful,bantu banget
post indonesia champion,pos indonesia juara
great post,pos mantap
so easy,jadi mudah
use good post,pakai pos mantaf
flea motorcycle workshop,bengkel motor loak
great post champion,pos mantap juara
"Steady, more and more innovative post champions",mantap smakin inovasi pos juara
great post,pos mantap
post champion success,pos juara sukses
post blaik,pos blaik
tifak buy,tifak muas
this is ok,ok banget ini
reliable,andal
keren,keren
post indonesia champion,pos indonesia juara
keep error,eror terus
I hope so,moga lancar
easy,mudah
champion post,pos juara
"HBs, delete the list again, it's hard",hbs khpus dftr lagi deh hade susahx
great post,pos mantaps
really good app,mantap bget aplikasi
easy,mudah
ok steady,ok mantap
great post,pos mantap jaya
difficult to send package,ribet kirim paket
do you use postage?,apa kirim posaja pakai
post champion send code,pos juara kirim cod
mayan cair,mayan cair
ios version please,versi ios donk
help post champion,mantul pos juara
let's hurry download,ayo buru download
good post champion,mantap pos juara
cool like like like,keren sukak sukak sukak
Please come forward,moga depan
wow good soul,waow mantap jiwa
what bermanfad,apa bermanfad
great pt pos indo,mantap pt pos indo
moga,moga
sip continue,sip lanjutkang
complicated,ribet
champion send code,juara kirim cod
post indonesia champion,pos indonesia juara
qposin error then,qposin eror trus
jos stress seller kye seller online cool post champion,jos ngepenakna bakul kye bakul online keren pos juara
7 star love,kasih bintang 7
satisfied post,pos puas
really ok app,ok banget aplikasi
post office bojonegoro matoh,kantor pos bojonegoro matoh
steady,mantap
really bad apk,jlek bngt apknya
post top too,pos top banget
great post,pos mantap
anti-hassle use poses,anti ribet pakai posaja
pos jaya,pos jaya
"what are we going to send, let's post a good pan",kite kirim2 apa ajeh deh mari nh pos pan mantap
easy to sell,mudah jual
application,aplikasi
champion,juara
special principal,istimewa pokok
forward post,maju pos
I hope so,moga lancar
easy cod,mudah cod
good post champion,mantap pos juara
joz brilliant innovation,joz inovasi brilian
post indonesia champion,pos indonesia juara
moga,moga
post smkin plus forward,pos smkin tambah maju
awesome,mantap banget
where's pos?,mana posaja
